LATITUDE,LONGITUDE,probability
48.9444918305,2.2323951959,-7.608413e-05
48.9493857211,2.2323951959,-7.481091e-05
48.9542796117,2.2323951959,-7.45978e-05
48.9591735023,2.2323951959,-7.45978e-05
48.9640673929,2.2323951959,-7.45978e-05
48.9689612835,2.2323951959,-7.45978e-05
48.9738551741,2.2323951959,-7.45978e-05
48.9787490647,2.2323951959,-7.45978e-05
48.7389484253,2.2372890865,-8.229979e-05
48.7438423159,2.2372890865,-8.229979e-05
48.7487362065,2.2372890865,-8.229979e-05
48.7536300971,2.2372890865,-8.229979e-05
48.7585239877,2.2372890865,-8.229979e-05
48.7634178783,2.2372890865,-8.229979e-05
48.7683117689,2.2372890865,-7.327338e-05
48.7732056595,2.2372890865,-7.5692056e-05
48.7780995501,2.2372890865,-7.560508e-05
48.7829934407,2.2372890865,-7.451038e-05
48.7878873313,2.2372890865,-7.0114555e-05
48.7927812219,2.2372890865,-5.9476733e-05
48.7976751125,2.2372890865,-5.2634055e-05
48.8025690031,2.2372890865,-6.725317e-05
48.8074628937,2.2372890865,-7.654243e-05
48.8123567843,2.2372890865,-0.00018780085
48.8172506749,2.2372890865,-0.00042586058
48.8221445655,2.2372890865,-0.00044452382
48.8270384561,2.2372890865,-0.00023504299
48.8319323467,2.2372890865,-0.00017429118
48.8368262373,2.2372890865,-0.00020485766
48.8417201279,2.2372890865,-4.7423073e-05
48.8466140185,2.2372890865,-5.9632006e-05
48.8515079091,2.2372890865,4.6240188e-05
48.8564017997,2.2372890865,-9.6905405e-06
48.8612956903,2.2372890865,-1.5840275e-05
48.8661895809,2.2372890865,-4.028132e-05
48.8710834715,2.2372890865,0.000117861135
48.8759773621,2.2372890865,0.00023673642
48.8808712527,2.2372890865,4.6704645e-05
48.8857651433,2.2372890865,0.00018267568
48.8906590339,2.2372890865,0.00018191525
48.8955529245,2.2372890865,1.6357608e-05
48.9004468151,2.2372890865,1.4394923e-05
48.9053407057,2.2372890865,-2.1318241e-05
48.9102345963,2.2372890865,-2.7851818e-05
48.9151284869,2.2372890865,-5.001707e-05
48.9200223775,2.2372890865,-4.610653e-05
48.9249162681,2.2372890865,-6.264975e-05
48.9298101587,2.2372890865,-6.233816e-05
48.9347040493,2.2372890865,-6.522169e-05
48.9395979399,2.2372890865,-6.522169e-05
48.9444918305,2.2372890865,-6.522169e-05
48.9493857211,2.2372890865,-6.394847e-05
48.9542796117,2.2372890865,-7.1904054e-05
48.9591735023,2.2372890865,-7.1904054e-05
48.9640673929,2.2372890865,-7.1904054e-05
48.9689612835,2.2372890865,-7.1904054e-05
48.9738551741,2.2372890865,-7.1904054e-05
48.9787490647,2.2372890865,-7.1904054e-05
48.7389484253,2.2421829771,-7.885477e-05
48.7438423159,2.2421829771,-7.885477e-05
48.7487362065,2.2421829771,-7.885477e-05
48.7536300971,2.2421829771,-7.885477e-05
48.7585239877,2.2421829771,-7.885477e-05
48.7634178783,2.2421829771,-7.885477e-05
48.7683117689,2.2421829771,-6.982836e-05
48.7732056595,2.2421829771,-7.224705e-05
48.7780995501,2.2421829771,-7.216006e-05
